,spacegroup,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1397,227,0.6875,0.0625,0.25,10.1947,5.8796,14.3103,92.7573,93.1534,29.9033,0.3068,1.5464
923,194,0.4375,0.3438,0.2188,6.404,6.4037,24.0508,90.0141,90.0052,119.9964,0.3125,1.9965
722,194,0.2188,0.75,0.0312,6.3356,6.3356,23.9744,90.0099,90.00299999999999,119.9967,0.2375,2.16
465,227,0.5625,0.125,0.3125,6.002000000000001,6.0012,14.3698,90.0068,89.9959,119.9994,0.2738,1.5419999999999998
2125,12,0.375,0.2812,0.3438,24.4411,6.2548,6.1527,89.9998,104.7393,90.0001,0.2197,1.8426
1922,167,0.0,0.9167,0.0833,5.103,5.1024,13.719000000000001,90.0007,90.0004,119.9999,0.1041,2.1723
823,12,0.3438,0.4375,0.2188,24.5066,6.1937,6.0308,89.9998,104.396,90.0001,0.10300000000000001,2.1348
1082,167,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0648,3.9551
173,194,0.4688,0.0312,0.5,6.6025,6.6021,24.3892,90.0166,90.01100000000001,119.9926,0.3317,1.4338
323,206,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.0868,3.0468
1759,33,0.125,0.875,0.0,10.1861,8.7506,9.3683,89.9976,90.0019,90.00200000000001,0.0589,2.3195
1614,206,0.4375,0.5625,0.0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,0.1009,3.1894
938,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0414,4.2646
1813,12,0.75,0.0,0.25,12.0381,3.0478,5.9801,89.9993,104.6228,90.0002,0.2674,2.1706
2336,227,0.3125,0.375,0.3125,6.041,6.0411,14.8633,89.99799999999999,89.9981,120.0008,0.2719,1.4438
316,12,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0486,3.2901
2044,227,0.8125,0.1875,0.0,9.839,5.6764,13.8993,92.1548,92.0238,30.1576,0.0748,3.0922
2307,33,0.1875,0.125,0.6875,5.4597,9.3026,9.9277,90.0009,89.9982,90.0003,0.2417,1.1181
161,206,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,0.115,1.0134
2325,194,0.3125,0.625,0.0625,6.3282,6.3281,23.944000000000003,90.0131,90.00200000000001,119.9974,0.2503,1.2707
680,167,0.4167,0.25,0.3333,5.1294,5.129,13.7915,89.9942,90.0063,120.0011,0.1719,2.4794
2362,194,0.0938,0.375,0.5312,6.7454,6.745,24.7117,90.0051,89.9979,119.9886,0.261,0.8591
299,206,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0398,0.9203
1274,227,0.5625,0.125,0.3125,10.2374,5.9295,14.5988,90.9038,91.0482,30.3148,0.4512,1.1854
1349,227,0.3125,0.375,0.3125,6.0776,6.0767,14.3233,90.0169,90.0038,120.0025,0.3284,0.9525
14,194,0.375,0.125,0.5,6.6318,6.6314,24.4597,90.0152,90.0071,119.9918,0.39,0.9251
59,206,0.6562,0.3438,0.0,9.1287,9.1282,9.1282,90.0038,90.0042,89.9969,0.095,3.8226
269,12,0.5,0.5,0.0,12.200999999999999,3.0134,5.7748,89.9995,103.8357,90.0002,0.0402,2.9343
1562,167,0.0,0.9167,0.0833,10.2059,5.1024,13.719000000000001,90.0007,90.0004,119.9999,0.1032,2.1435
1533,227,0.0,0.25,0.75,6.4445,6.4436,15.0142,90.0152,90.0102,120.0011,0.2632,0.9706
2367,12,0.2812,0.3125,0.4062,24.5221,6.3164,6.236000000000001,89.9999,104.8685,90.0001,0.2219,1.5384
1785,227,0.5,0.25,0.25,10.2359,5.8895,14.5509,95.3405,94.6471,30.2148,0.3437,1.817
1267,227,0.8125,0.0625,0.125,9.9424,5.7559,14.1666,90.6856,90.7939,30.2713,0.292,2.2986
72,33,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,0.2677,1.0205
740,227,0.5,0.3125,0.1875,10.1576,5.8797,14.2696,88.9844,88.8314,30.2599,0.3908,1.1917
2390,33,0.3125,0.25,0.4375,5.2918,9.043,9.6679,90.0013,90.0,90.0005,0.1858,1.7153
422,12,0.375,0.4062,0.2188,24.4741,6.1848,6.0244,89.9998,104.4069,90.0001,0.11800000000000001,2.2205
1563,227,0.9375,0.0625,0.0,9.7037,5.6305,13.8823,90.8902,91.0311,30.4909,0.2179,2.3555
382,194,0.9375,0.0312,0.0312,6.1149,6.1145,23.4343,90.0072,90.0037,120.0055,0.2286,3.7680000000000002
1586,33,0.75,0.2188,0.0312,9.9285,8.5277,9.1563,90.0039,90.0023,90.0014,0.0828,3.5728
548,167,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0554,3.9333
1957,194,0.4688,0.3125,0.2188,6.3942,6.3939,24.0273,90.0146,90.0056,119.9967,0.324,1.6883
1827,206,0.4062,0.2812,0.3125,9.5105,9.5102,9.5103,90.0026,90.0029,89.9974,0.21100000000000002,2.2321
461,167,0.0,0.5,0.5,5.319,5.3184,14.1862,89.9999,89.9995,120.0005,0.1542,1.4101
2017,167,0.0,0.1667,0.8333,10.9837,5.4913,14.56,89.9984,89.9993,120.001,0.11800000000000001,1.0414
418,33,0.0625,0.0625,0.875,5.5929,9.5098,10.1346,90.0002,89.9965,90.0002,0.2199,0.8826
451,194,0.4688,0.1875,0.3438,6.4868,6.4864,24.1881,90.0146,90.0084,119.9948,0.307,1.7724
910,167,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.07200000000000001,3.0148
634,206,0.5625,0.3438,0.0938,9.2511,9.2507,9.2507,90.0035,90.0038,89.9969,0.1591,3.1106
618,167,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1533,3.5084
2178,227,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,0.1816,2.5331
2356,194,0.9375,0.0625,0.0,6.0917,6.0913,23.3941,90.0081,90.0008,120.0062,0.2215,3.8321
785,206,0.2812,0.125,0.5938,9.8123,9.812000000000001,9.8123,90.0014,90.0017,89.9984,0.207,1.2998
1122,206,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.1047,2.9385
1697,206,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0516,0.9363
1378,206,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.3718,1.9998
931,12,0.25,0.5,0.25,12.2979,3.1189,6.082000000000001,89.9999,104.4479,90.0001,0.2265,1.5329
1888,167,0.0,0.25,0.75,10.8972,5.4481,14.4666,89.9988,89.9993,120.0009,0.13,1.1275
667,206,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2548,2.9121
110,12,0.4375,0.25,0.3125,24.3844,6.2195,6.1079,89.9997,104.6791,90.0001,0.2297,1.8474
2396,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.067,3.4915
1903,206,0.4062,0.375,0.2188,9.4274,9.4271,9.4271,90.0032,90.0034,89.9967,0.2083,2.2695
696,194,0.0,0.8438,0.1562,6.5005,6.5004,24.2999,89.9949,90.0061,119.992,0.132,1.6904
94,206,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.1987,2.5485
1069,194,0.2188,0.5,0.2812,6.52,6.5198,24.2958,90.0076,90.0035,119.993,0.2236,1.5846
597,12,0.0938,0.2812,0.625,24.6593,6.4922,6.4991,90.0002,105.3472,90.0,0.2544,0.8212
1954,194,0.4062,0.375,0.2188,6.4138,6.4136,24.0743,90.0136,90.0048,119.99600000000001,0.3059,2.0197
765,167,0.0,0.6667,0.3333,5.2326,5.232,13.9994,90.0004,89.9997,120.0003,0.1424,1.6842
855,33,0.75,0.25,0.0,4.9469,8.5014,9.1298,90.0038,90.0023,90.0015,0.0387,3.7127
2262,206,0.5625,0.0,0.4375,9.5559,9.5554,9.5558,90.0012,90.00200000000001,89.9993,0.2813,2.0897
431,33,0.5625,0.2812,0.1562,10.1548,8.7073,9.3339,90.0027,90.0017,90.0011,0.1835,2.5807
875,33,0.125,0.0625,0.8125,11.0873,9.4324,10.0577,90.0006,89.9971,90.0003,0.2388,0.9436
2041,33,0.625,0.375,0.0,9.9523,8.5513,9.1775,90.0026,90.0023,90.0017,0.0647,3.4654
739,12,0.2188,0.7812,0.0,24.6943,6.1068,5.8324,89.9999,103.7358,90.0001,0.0277,2.3759
1643,206,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1053,3.2621
492,206,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.99799999999999,0.2301,1.74
1366,227,0.5,0.1875,0.3125,10.2921,5.9241,14.6394,95.6783,94.9673,30.2375,0.3059,1.4533
469,206,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.1058,3.0975
2330,194,0.2188,0.4375,0.3438,6.5662,6.5659,24.3762,90.0079,90.0032,119.9921,0.2706,1.2299
1554,194,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.2768,1.2066
1203,12,0.1875,0.4375,0.375,24.6278,6.3256,6.223,90.0,104.7562,90.0001,0.0985,1.5231
844,167,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0746,3.6602
1742,194,0.0312,0.375,0.5938,6.8122,6.8117,24.8393,90.0032,89.9945,119.9874,0.2518,0.7643
245,12,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1571,1.7474
695,12,0.375,0.0,0.625,12.1835,3.2061,6.4421,89.9999,105.4406,90.0001,0.1889,1.6792
718,194,0.5,0.0,0.5,6.5929,6.5924,24.3657,90.0168,90.0124,119.9929,0.3639,0.9587
2284,12,0.2812,0.5,0.2188,24.5716,6.2115,6.0436,89.9999,104.3742,90.0001,0.1474,1.9315
2376,33,0.3438,0.1875,0.4688,10.6037,9.0567,9.6825,90.0017,89.9999,90.0005,0.2484,1.5396
883,12,0.25,0.0625,0.6875,24.4803,6.4827,6.5318,90.0,105.54700000000001,90.0001,0.3298,0.9754
388,33,0.6562,0.125,0.2188,10.1803,8.7224,9.3511,90.0038,90.0016,90.0009,0.14400000000000002,2.8336
272,12,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1483,1.861
1911,33,0.0,0.1875,0.8125,11.1457,9.4822,10.1054,89.9994,89.9967,90.0,0.1154,0.9503
2395,33,0.75,0.25,0.0,4.9469,8.5014,9.1298,90.0038,90.0023,90.0015,0.0381,3.7349
419,206,0.25,0.0938,0.6562,9.8808,9.8806,9.8808,90.0012,90.0015,89.9987,0.1936,1.0907
369,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0714,3.3925
426,227,0.1875,0.5,0.3125,6.0728,6.0725,14.8624,89.9897,90.0088,119.9957,0.3569,0.6581
947,206,0.4375,0.4062,0.1562,9.3589,9.3586,9.3585,90.0035,90.0037,89.9965,0.1829,2.6457
354,167,0.5833,0.0,0.4167,5.1313,5.131,13.8018,89.9916,90.0086,120.0016,0.3507,2.1794
2089,33,0.5625,0.3125,0.125,10.1201,8.6811,9.3074,90.0025,90.0018,90.0012,0.1464,2.8037
558,227,0.625,0.375,0.0,9.8961,5.7293,14.1081,90.6626,90.7688,30.275,0.221,2.4882
1642,12,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.1561,2.1993
339,227,0.8125,0.0,0.1875,5.8564,5.8561,14.0558,90.0056,89.9943,119.9996,0.3573,1.5972
1657,227,0.1875,0.5,0.3125,10.0304,5.9054,14.7279,96.5333,97.7001,31.8636,0.2243,0.9228
805,227,0.5,0.25,0.25,10.2157,5.9135,14.3717,88.4381,88.2003,30.2631,0.2523,2.0893
1365,227,0.5625,0.4375,0.0,5.8083,5.8074,13.8157,90.0171,89.9995,120.0037,0.2002,2.064
961,206,0.125,0.3125,0.5625,9.85,9.8499,9.85,90.0022,90.0021,89.9972,0.1583,1.3425
644,206,0.2812,0.3125,0.4062,9.646,9.6458,9.6458,90.0025,90.0026,89.9972,0.2163,1.6612
326,227,0.5,0.375,0.125,9.7756,5.7338,14.4719,97.5628,98.8855,31.5195,0.0883,2.594
1974,33,0.625,0.125,0.25,10.2295,8.761000000000001,9.3896,90.0036,90.0014,90.0009,0.182,2.5762
0,33,0.625,0.375,0.0,9.9523,8.5513,9.1775,90.0026,90.0023,90.0017,0.068,3.4387
23,194,0.1562,0.5625,0.2812,6.5405,6.5403,24.3429,90.0046,90.0031,119.9922,0.2753,1.1811
711,206,0.6875,0.0938,0.2188,9.3096,9.309,9.3093,90.0021,90.0029,89.9986,0.2404,2.9360000000000004
1566,12,0.9688,0.0,0.0312,23.9068,5.9110000000000005,5.7109,89.999,104.0959,90.0003,0.0697,3.7803
9,194,0.4062,0.5938,0.0,6.252000000000001,6.252000000000001,23.7931,90.0172,89.9994,119.9997,0.1994,2.5187
2340,227,0.125,0.875,0.0,5.9222,5.9226,14.4722,90.0207,89.9782,120.0033,0.3266,0.4744
2255,12,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.019,1.3024
2204,12,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.017,1.2649
136,12,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0441,3.2971
651,33,0.4688,0.125,0.4062,10.4759,8.9544,9.5818,90.0027,90.0005,90.0006,0.2835,1.7981
1603,227,0.5,0.5,0.0,5.8193,5.8195,14.2478,90.015,89.9831,120.0036,0.2241,2.0398
2003,194,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,0.2651,2.6715
1024,206,0.0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,0.0332,0.9590000000000001
2282,167,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.2324,3.0859
114,167,0.8333,0.125,0.0417,9.7501,4.8748,13.2566,89.9866,90.0143,120.0017,0.0684,4.5094
1140,206,0.0,0.75,0.25,9.6253,9.6253,9.625,90.0046,90.00399999999999,89.9942,0.1362,1.6288
1099,194,0.625,0.375,0.0,6.184,6.1838,23.6287,90.0186,89.99799999999999,120.0025,0.1769,3.0613
1912,167,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.2936,2.2891
1227,227,0.3125,0.0625,0.625,6.2634,6.2628,15.177,90.0273,90.0018,119.9981,0.3703,0.2064
158,227,0.5625,0.25,0.1875,5.928999999999999,5.9282,14.0415,90.0155,90.0018,120.0027,0.3134,1.0404
1745,167,0.1667,0.1667,0.6667,5.3641,5.3636,14.29,89.99700000000001,90.0018,120.0011,0.2064,1.4301
378,194,0.0,0.6562,0.3438,6.6384,6.6382,24.541,89.9955,90.0015,119.9897,0.0734,1.4469
67,33,0.3125,0.2812,0.4062,10.549000000000001,9.0167,9.6414,90.0012,90.0002,90.0005,0.2103,1.5678
1074,206,0.3125,0.0938,0.5938,9.7992,9.7989,9.7992,90.0013,90.0016,89.9986,0.2076,1.5657
2098,194,0.1875,0.4062,0.4062,6.6225,6.6222,24.4802,90.0073,90.0022,119.991,0.3013,1.1163
1590,33,0.1875,0.125,0.6875,10.9194,9.3026,9.9277,90.0009,89.9982,90.0003,0.1949,1.2214
2220,206,0.4375,0.4062,0.1562,9.3589,9.3586,9.3585,90.0035,90.0037,89.9965,0.1828,2.6664
1374,206,0.0,0.875,0.125,9.5145,9.5145,9.514,90.0055,90.0046,89.9933,0.1127,1.8821
180,227,0.4375,0.125,0.4375,10.4164,6.0348,14.86,91.0287,91.1936,30.339000000000002,0.4952,0.4109
660,194,0.25,0.5,0.25,3.2434,3.2433,12.1161,90.0088,90.0037,119.9938,0.2825,2.006
1591,194,0.0,0.4062,0.5938,6.8226,6.8221,24.8628,90.0012,89.9937,119.9871,0.1164,1.0534
676,227,0.8125,0.0,0.1875,9.751,5.6595,13.963,90.9688,91.1227,30.5186,0.2966,2.9351
2086,167,0.5833,0.0,0.4167,10.2626,5.131,13.8018,89.9916,90.0086,120.0016,0.2417,2.3806
699,206,0.0938,0.0,0.9062,10.1679,10.1679,10.1682,90.0005,90.0006,89.9993,0.0606,1.0647
1000,194,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.99799999999999,120.0028,0.2574,3.0491
35,12,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,0.1064,1.9758
1391,167,0.1667,0.3333,0.5,5.2777,5.2772,14.1031,89.9976,90.00200000000001,120.0008,0.1951,1.6626
2318,227,0.3125,0.375,0.3125,6.041,6.0411,14.8633,89.99799999999999,89.9981,120.0008,0.2844,1.4376
2021,194,0.2812,0.4375,0.2812,6.4998,6.4996,24.2488,90.01,90.0041,119.9937,0.3512,1.0602
427,12,0.2812,0.25,0.4688,24.5056,6.3514,6.3003,89.9999,105.0268,90.0001,0.1912,1.4875
423,227,0.5625,0.125,0.3125,5.9985,5.9983,14.6188,90.0255,89.9903,119.9999,0.5239,0.5201
2048,12,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,0.1402,1.5637
1234,194,0.5625,0.3125,0.125,6.2957,6.2955,23.8363,90.016,90.0037,119.9994,0.3632,2.2573
209,194,0.3125,0.4375,0.25,6.4667,6.4665,24.1851,90.0111,90.0042,119.9945,0.2289,1.8646
1191,167,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,0.2234,2.7189
1839,227,0.625,0.375,0.0,9.8961,5.7293,14.1081,90.6626,90.7688,30.275,0.0434,2.5907
1157,227,0.375,0.625,0.0,10.0809,5.7825,14.3189,94.6468,93.8361,30.105,0.1717,2.1712
1951,12,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1723,2.1461
2016,227,0.375,0.3125,0.3125,6.0521,6.0511,14.482999999999999,90.0064,89.9977,119.999,0.3638,1.0043
933,12,0.9375,0.0625,0.0,23.9475,5.9024,5.6853,89.999,103.9942,90.0003,0.0228,4.0611
276,12,0.1562,0.8125,0.0312,24.750999999999998,6.1421,5.8772,90.0,103.8047,90.0001,0.0215,2.1204
1229,33,0.2188,0.5938,0.1875,10.3502,8.8706,9.4916,89.9994,90.0011,90.0011,0.156,1.9834
2301,12,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.0195,1.3388
1950,33,0.5,0.0625,0.4375,5.247999999999999,8.9682,9.5964,90.0031,90.0004,90.0006,0.2438,1.9329
523,12,0.375,0.1875,0.4375,24.4164,6.3073,6.2491,89.9998,104.98,90.0001,0.1767,1.6992
373,33,0.25,0.75,0.0,5.0638,8.7008,9.3206,89.9989,90.00200000000001,90.0019,0.0468,2.5749
393,33,0.5625,0.0,0.4375,10.4667,8.9433,9.5725,90.0037,90.0005,90.0006,0.23399999999999999,2.1107
307,206,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999999,90.0043,89.9965,0.5069,1.9411
755,33,0.2812,0.3125,0.4062,10.5636,9.0292,9.6533,90.0009,90.0001,90.0005,0.2342,1.6068
1970,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0426,4.2449
1186,227,0.6875,0.1875,0.125,5.8505,5.85,14.0496,90.0045,89.99600000000001,119.9991,0.2736,1.0378
1751,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0554,4.0745
156,12,0.4062,0.3438,0.25,24.4334,6.1934,6.0501,89.9997,104.5021,90.0001,0.2358,2.0491
1273,33,0.2812,0.0625,0.6562,10.8409,9.238999999999999,9.8654,90.0017,89.9986,90.0004,0.2371,1.2603
181,12,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,89.9998,104.5639,90.0001,0.1261,1.9456
590,194,0.1562,0.125,0.7188,6.8634,6.8629,24.9061,90.0145,89.9956,119.9874,0.3229,0.7307
2063,227,0.25,0.75,0.0,5.8879,5.8882,14.3974,90.0188,89.9797,120.0034,0.1364,1.2858
2116,12,0.2188,0.5,0.2812,24.62,6.2643,6.1204,90.0,104.5208,90.0001,0.0928,1.7496
964,33,0.0,0.9375,0.0625,10.3138,8.8529,9.4691,89.9966,90.0015,90.0017,0.0642,1.8873
2206,194,0.3125,0.0625,0.625,6.744,6.7435,24.6676,90.01700000000001,90.0043,119.9897,0.3107,0.9540000000000001
1493,206,0.0625,0.0312,0.9062,10.181000000000001,10.181000000000001,10.1813,90.0006,90.0007,89.9991,0.0603,0.9605
229,12,0.4375,0.2812,0.2812,24.3927,6.202000000000001,6.0758,89.9997,104.5965,90.0001,0.1479,1.8403
2374,194,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.99799999999999,120.0028,0.2214,3.0951
1561,206,0.4062,0.2812,0.3125,9.5105,9.5102,9.5103,90.0026,90.0029,89.9974,0.2225,2.1235
2091,206,0.2188,0.5625,0.2188,9.506,9.5058,9.5056,90.00399999999999,90.0037,89.9954,0.1764,2.0625
1253,12,0.2812,0.4062,0.3125,24.5468,6.263999999999999,6.1397,89.9999,104.6251,90.0001,0.1315,1.7033
1916,33,0.375,0.1875,0.4375,5.2772,9.017999999999999,9.6441,90.0019,90.0001,90.0005,0.2014,1.8082
853,194,0.7812,0.1562,0.0625,6.1835,6.1832,23.5917,90.0135,90.0032,120.0031,0.2871,1.91
2355,167,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0867,4.1568
1597,227,0.375,0.3125,0.3125,6.0606,6.0597,14.2905,90.0164,90.0035,120.0024,0.3614,0.6571
2042,206,0.7812,0.0625,0.1562,9.2149,9.2142,9.2145,90.0021,90.0031,89.9989,0.2046,3.3898
1737,33,0.0,0.75,0.25,5.2609,9.0102,9.6281,89.9974,90.0004,90.0008,0.053,1.7528
85,206,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1104,3.4371
1394,33,0.5,0.5,0.0,5.0054,8.6011,9.2252,90.0014,90.0022,90.0018,0.0673,3.2094
1820,194,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.99799999999999,120.0028,0.1893,3.1621
1469,167,0.0,0.25,0.75,5.4486,5.4481,14.4666,89.9988,89.9993,120.0009,0.1343,1.1221
298,227,0.625,0.25,0.125,10.0543,5.79,14.2537,93.9566,93.491,30.1832,0.289,1.4616
934,33,0.375,0.0,0.625,10.7624,9.1754,9.8031,90.0025,89.9991,90.0005,0.2654,1.3251
2113,167,0.4167,0.0833,0.5,5.2158,5.2154,13.9784,89.994,90.0058,120.0013,0.3285,1.9343
1278,12,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0348,3.2435
391,227,0.25,0.4375,0.3125,10.3702,6.0082,14.8015,91.0079,91.1711,30.3428,0.3264,0.7284
489,33,0.375,0.625,0.0,5.0346,8.651,9.2729,90.0002,90.0021,90.0019,0.0608,2.8162
2299,12,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.1343,1.5739
1907,167,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0737,2.9957
921,194,0.2188,0.0625,0.7188,6.8433,6.8427,24.859,90.0172,89.9986,119.9879,0.3465,0.5994
92,227,0.4375,0.1875,0.375,6.0468,6.0469,14.8641,89.9991,89.9968,120.0006,0.3764,0.9052
1946,167,0.0,0.5,0.5,5.319,5.3184,14.1862,89.9999,89.9995,120.0005,0.1274,1.4621
256,206,0.0,0.3125,0.6875,10.0132,10.0133,10.0133,90.00200000000001,90.0018,89.9973,0.10300000000000001,1.0845
787,206,0.625,0.0625,0.3125,9.4189,9.4184,9.4187,90.0017,90.0025,89.9988,0.2742,2.4484
786,33,0.3125,0.6875,0.0,5.0492,8.6759,9.2968,89.9995,90.0021,90.0019,0.0421,2.713
1710,227,0.4375,0.5625,0.0,10.0109,5.7947,14.0043,90.6895,90.7985,30.2545,0.1565,2.3772
1090,167,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0946,4.3228
1224,12,0.1875,0.5,0.3125,24.6443,6.2906,6.1589,90.0,104.5929,90.0001,0.1235,1.5530000000000002
2196,167,0.3333,0.5833,0.0833,5.0204,5.02,13.5528,89.9953,90.0058,120.0006,0.1196,2.907
732,12,0.25,0.5,0.25,12.2979,3.1189,6.082000000000001,89.9999,104.4479,90.0001,0.2141,1.7737
793,227,0.25,0.4375,0.3125,10.0078,5.8906,14.7054,96.8288,98.04700000000001,31.8421,0.2299,1.3492
1044,33,0.0,0.125,0.875,5.6075,9.5347,10.1584,89.9996,89.9963,90.0001,0.2047,0.7902
148,206,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.0993,2.9037
2054,227,0.4375,0.1875,0.375,9.8929,5.7466,14.2053,91.1993,91.39200000000001,30.5998,0.2099,1.6412
1867,12,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.1485,2.0140000000000002
1575,194,0.625,0.2812,0.0938,6.2535,6.2532,23.7492,90.0163,90.0029,120.0007,0.2943,1.5685
2347,194,0.4375,0.0,0.5625,6.6585,6.6579999999999995,24.4931,90.0177,90.0102,119.9916,0.2989,0.8985
733,227,0.75,0.0,0.25,10.0948,5.8455,14.3871,90.7964,90.9226,30.291,0.4536,1.6914
140,167,0.5833,0.0833,0.3333,10.1762,5.0878,13.7084,89.9916,90.0089,120.0015,0.218,2.7698
1528,194,0.0,0.5312,0.4688,6.7305,6.7302,24.7019,89.9977,89.9978,119.9883,0.0156,1.3385
1821,167,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0294,4.8946
1594,12,0.375,0.2188,0.4062,24.4246,6.2898,6.2170000000000005,89.9998,104.9005,90.0001,0.1445,1.9040000000000001
1250,33,0.0625,0.6562,0.2812,10.5272,9.0115,9.6308,89.9982,90.0004,90.0007,0.1821,1.3697
129,33,0.625,0.125,0.25,10.2295,8.761000000000001,9.3896,90.0036,90.0014,90.0009,0.2431,2.5233
852,12,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,0.068,2.086
915,206,0.625,0.0,0.375,9.4743,9.4738,9.4741,90.0013,90.0022,89.9993,0.2588,2.5029
1818,167,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.1496,3.3346
343,206,0.2812,0.0,0.7188,9.9231,9.9229,9.9232,90.0007,90.0011,89.9993,0.1985,1.1836
1072,206,0.0,0.0312,0.9688,10.2626,10.2626,10.2629,90.0005,90.0005,89.9992,0.0114,0.9326
1491,33,0.6875,0.1562,0.1562,10.0963,8.6575,9.2862,90.0039,90.0019,90.0011,0.1854,2.884
2315,194,0.375,0.0,0.625,6.7243,6.7238,24.6206,90.0185,90.0073,119.9903,0.3707,0.8764
1834,167,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.0917,4.0373
